0.0,305
1011.0,79
1012.0,270
1013.0,139
1014.0,97
1015.0,75
1016.0,58
1017.0,187
1018.0,180
1019.0,114
1021.0,54
1022.0,32
1023.0,44
1024.0,63
1025.0,139
1026.0,14
1027.0,17
1028.0,26
1031.0,71
1032.0,60
1033.0,123
1034.0,87
1035.0,85
1036.0,12
1037.0,3
1045.0,22
1051.0,54
1052.0,39
1053.0,69
1054.0,91
1055.0,79
1056.0,73
1057.0,67
1058.0,64
1059.0,53
1060.0,72
1061.0,94
1062.0,98
1063.0,66
1064.0,68
1065.0,74
1066.0,249
1067.0,105
1068.0,135
1069.0,153
1071.0,138
1072.0,71
1073.0,72
1074.0,55
1075.0,84
1076.0,112
1077.0,145
1078.0,111
1079.0,127
1081.0,151
1082.0,194
1083.0,85
1086.0,22
1087.0,93
1091.0,78
1092.0,51
1093.0,57
1094.0,34
1095.0,60
1096.0,97
1097.0,122
1098.0,135
1101.0,277
1102.0,156
1103.0,82
1104.0,40
1106.0,74
1107.0,49
1108.0,27
1109.0,17
